spain	wordnet_clothing_103051540
spain	wordnet_footwear_103381126
spain	wordnet_fuel_114875077
spain	wordnet_tobacco_104442831
spain	wordnet_motor_vehicle_103791235
spain	wordnet_foodstuff_107566340
spain	wordnet_chemical_114806838
spain	wordnet_plastic_114592610
spain	wordnet_aircraft_102686568
spain	wordnet_beverage_107881800
spain	wordnet_base_metal_114618674
angola	wordnet_clothing_103051540
angola	wordnet_footwear_103381126
angola	wordnet_coffee_bean_107929351
angola	wordnet_foodstuff_107566340
angola	wordnet_chemical_114806838
angola	wordnet_diamond_113371958
angola	wordnet_fruit_113134947
angola	wordnet_car_102958343
angola	wordnet_machinery_103701640
angola	wordnet_soy_112532564
angola	wordnet_iron_ore_114923458
angola	wordnet_fabric_103309808
angola	wordnet_copper_114635722
angola	wordnet_gold_113371760
angola	wordnet_plastic_114592610
angola	wordnet_aircraft_102686568
angola	wordnet_apparel_102728440
angola	wordnet_wine_107891726
angola	wordnet_beverage_107881800
angola	wordnet_base_metal_114618674
angola	wordnet_platinum_114649543
afghanistan	wordnet_coffee_bean_107929351
afghanistan	wordnet_chemical_114806838
afghanistan	wordnet_cement_114804487
afghanistan	wordnet_natural_gas_114960090
afghanistan	wordnet_fish_102512053
afghanistan	wordnet_rice_107804323
afghanistan	wordnet_software_106566077
afghanistan	wordnet_metallic_element_114625458
afghanistan	wordnet_bed_linen_102821030
albania	wordnet_motor_vehicle_103791235
albania	wordnet_chemical_114806838
albania	wordnet_machinery_103701640
albania	wordnet_fabric_103309808
albania	wordnet_natural_gas_114960090
albania	wordnet_metallic_element_114625458
albania	wordnet_watch_104555897
belgium	wordnet_fuel_114875077
belgium	wordnet_tobacco_104442831
belgium	wordnet_motor_vehicle_103791235
belgium	wordnet_chemical_114806838
belgium	wordnet_plastic_114592610
belgium	wordnet_aircraft_102686568
belgium	wordnet_beverage_107881800
brazil	wordnet_chemical_114806838
brazil	wordnet_fabric_103309808
brazil	wordnet_apparel_102728440
brazil	wordnet_rubber_115006258
brazil	wordnet_cacao_bean_107754894
botswana	wordnet_tobacco_104442831
botswana	wordnet_gold_113371760
burkina_faso	wordnet_chemical_114806838
burkina_faso	wordnet_lumber_114943580
burkina_faso	wordnet_diamond_113371958
burkina_faso	wordnet_fabric_103309808
burkina_faso	wordnet_livestock_101887474
burkina_faso	wordnet_gold_113371760
burkina_faso	wordnet_plastic_114592610
burkina_faso	wordnet_aircraft_102686568
burkina_faso	wordnet_aluminum_114627820
burkina_faso	wordnet_apparel_102728440
burkina_faso	wordnet_consumer_goods_103093574
burkina_faso	wordnet_cacao_bean_107754894
burkina_faso	wordnet_beverage_107881800
burkina_faso	wordnet_onion_112433081
burkina_faso	wordnet_cowpea_112578916
burkina_faso	wordnet_uranium_ore_115084824
burkina_faso	wordnet_gardening_100918383
burkina_faso	wordnet_tuna_111852148
burkina_faso	wordnet_bauxite_114668277
bhutan	wordnet_motor_vehicle_103791235
bhutan	wordnet_chemical_114806838
bhutan	wordnet_machinery_103701640
bhutan	wordnet_fabric_103309808
bhutan	wordnet_ceramics_100935247
bhutan	wordnet_garment_103419014
bhutan	wordnet_pharmaceutical_103920989
bhutan	wordnet_ship_104194289
bhutan	wordnet_produce_107705711
bhutan	wordnet_leather_114759722
bhutan	wordnet_cement_114804487
bhutan	wordnet_software_106566077
canada	wordnet_fuel_114875077
canada	wordnet_tobacco_104442831
canada	wordnet_coffee_bean_107929351
canada	wordnet_foodstuff_107566340
canada	wordnet_cotton_114870078
canada	wordnet_fruit_113134947
canada	wordnet_car_102958343
canada	wordnet_fabric_103309808
canada	wordnet_ship_104194289
canada	wordnet_meat_107649854
canada	wordnet_gold_113371760
canada	wordnet_plastic_114592610
canada	wordnet_aircraft_102686568
canada	wordnet_electronics_106099269
canada	wordnet_electricity_111449907
canada	wordnet_aluminum_114627820
canada	wordnet_apparel_102728440
canada	wordnet_silver_114654954
canada	wordnet_metallic_element_114625458
canada	wordnet_beverage_107881800
canada	wordnet_battery_108389572
canada	wordnet_cellular_telephone_102992529
canada	wordnet_firearm_103343853
canada	wordnet_rolling_stock_104103364
canada	wordnet_biotechnology_106126761
canada	wordnet_information_technology_106134510
canada	wordnet_vegetable_107707451
canada	wordnet_lithium_114643793
canada	wordnet_silicone_115040493
chile	wordnet_footwear_103381126
chile	wordnet_coffee_bean_107929351
chile	wordnet_motor_vehicle_103791235
chile	wordnet_chemical_114806838
chile	wordnet_car_102958343
chile	wordnet_machinery_103701640
chile	wordnet_soy_112532564
chile	wordnet_iron_ore_114923458
chile	wordnet_fabric_103309808
chile	wordnet_apparel_102728440
democratic_republic_of_the_congo	wordnet_tobacco_104442831
democratic_republic_of_the_congo	wordnet_coffee_bean_107929351
democratic_republic_of_the_congo	wordnet_foodstuff_107566340
democratic_republic_of_the_congo	wordnet_chemical_114806838
democratic_republic_of_the_congo	wordnet_diamond_113371958
