azerbaijan	hascapital	baku
azerbaijan	dealswith	peoples_republic_of_china
azerbaijan	dealswith	germany
azerbaijan	dealswith	georgia_country
azerbaijan	dealswith	italy
azerbaijan	dealswith	indonesia
azerbaijan	dealswith	iran
azerbaijan	dealswith	israel
azerbaijan	dealswith	japan
azerbaijan	dealswith	russia
azerbaijan	dealswith	united_kingdom
azerbaijan	dealswith	ukraine
azerbaijan	dealswith	france
azerbaijan	hasofficiallanguage	azerbaijani_language
azerbaijan	participatedin	nagornokarabakh_war
azerbaijan	participatedin	armenianazerbaijani_war
azerbaijan	participatedin	land_mine_situation_in_nagorno_karabakh
azerbaijan	participatedin	battle_of_kalbajar
azerbaijan	participatedin	lt1993_Summer_Offensivesgt
azerbaijan	participatedin	lt2008_Mardakert_skirmishesgt
azerbaijan	participatedin	battle_of_aghdam
azerbaijan	participatedin	lt2010_Mardakert_skirmishgt
azerbaijan	hasgeonamesid	lt142551gt
augustus	haschild	julia_the_elder
ambracia	participatedin	battle_of_olpae
ambracia	participatedin	battle_of_idomene
arthur_aikin	iscitizenof	england
arthur_aikin	diedin	london
arthur_aikin	isknownfor	geological_society_of_london
alexander_iii_of_russia	ismarriedto	maria_feodorovna_dagmar_of_denmark
alexander_iii_of_russia	haschild	nicholas_ii_of_russia
alexander_iii_of_russia	haschild	grand_duke_michael_alexandrovich_of_russia
alexander_iii_of_russia	haschild	grand_duchess_olga_alexandrovna_of_russia
alexander_iii_of_russia	haschild	grand_duke_alexander_alexandrovich_of_russia
alexander_iii_of_russia	haschild	grand_duke_george_alexandrovich_of_russia
alexander_iii_of_russia	haschild	grand_duchess_xenia_alexandrovna_of_russia
alexander_iii_of_russia	wasbornin	saint_petersburg
alexander_ii_of_russia	haschild	alexander_iii_of_russia
aleksandr_solzhenitsyn	created	the_gulag_archipelago
aleksandr_solzhenitsyn	created	the_first_circle
aleksandr_solzhenitsyn	created	cancer_ward
aleksandr_solzhenitsyn	created	august_1914
aleksandr_solzhenitsyn	created	one_day_in_the_life_of_ivan_denisovich_film
aleksandr_solzhenitsyn	created	two_hundred_years_together
aleksandr_solzhenitsyn	haswonprize	nobel_prize_in_literature
afonso_i_of_portugal	haschild	sancho_i_of_portugal
amitabh_bachchan	haswonprize	filmfare_awards
amitabh_bachchan	actedin	silsila_film
amitabh_bachchan	ismarriedto	jaya_bachchan
amitabh_bachchan	actedin	mrityudata
amitabh_bachchan	actedin	amar_akbar_anthony
amitabh_bachchan	actedin	abhimaan_1973_film
amitabh_bachchan	actedin	zanjeer
amitabh_bachchan	actedin	anand_1971_film
amitabh_bachchan	actedin	saat_hindustani
amitabh_bachchan	actedin	baabul_2006_film
amitabh_bachchan	actedin	bade_miyan_chote_miyan
amitabh_bachchan	actedin	paheli
amitabh_bachchan	actedin	kyun_ho_gaya_na
amitabh_bachchan	actedin	kabhi_alvida_naa_kehna
amitabh_bachchan	actedin	bunty_aur_babli
amitabh_bachchan	actedin	sarkar_film
amitabh_bachchan	actedin	parwana_1971_film
amitabh_bachchan	actedin	kaala_patthar
amitabh_bachchan	actedin	bombay_to_goa
amitabh_bachchan	actedin	baghban_film
amitabh_bachchan	produced	viruddh_family_comes_first
amitabh_bachchan	actedin	viruddh_family_comes_first
amitabh_bachchan	actedin	aag_2007_film
amitabh_bachchan	actedin	sarkar_raj
amitabh_bachchan	actedin	mard
amitabh_bachchan	actedin	boom_2003_film
amitabh_bachchan	actedin	armaan_2003_film
amitabh_bachchan	actedin	roti_kapda_aur_makaan
amitabh_bachchan	actedin	andha_kanoon
amitabh_bachchan	actedin	trishul_film
