afghanistan	dealswith	india
afghanistan	dealswith	kenya
afghanistan	dealswith	pakistan
afghanistan	dealswith	russia
afghanistan	dealswith	turkmenistan
afghanistan	exports	wordnet_cotton_114870078
afghanistan	exports	wordnet_opium_103850966
afghanistan	exports	wordnet_wheat_112142085
afghanistan	exports	wordnet_wool_104599235
afghanistan	hascurrency	afghan_afghani
afghanistan	imports	wordnet_food_100021265
andorra	hasofficiallanguage	catalan_language
andorra	imports	wordnet_consumer_goods_103093574
andorra	imports	wordnet_electricity_111449907
andorra	imports	wordnet_food_100021265
austria	dealswith	italy
austria	dealswith	netherlands
austria	dealswith	switzerland
austria	exports	wordnet_chemical_114806838
austria	exports	wordnet_fabric_103309808
austria	exports	wordnet_foodstuff_107566340
austria	hasofficiallanguage	german_language
austria	imports	wordnet_chemical_114806838
austria	imports	wordnet_motor_vehicle_103791235
azerbaijan	dealswith	georgia_country
azerbaijan	dealswith	germany
azerbaijan	dealswith	indonesia
azerbaijan	dealswith	iran
azerbaijan	dealswith	israel
azerbaijan	dealswith	italy
azerbaijan	dealswith	japan
azerbaijan	dealswith	peoples_republic_of_china
azerbaijan	dealswith	russia
azerbaijan	dealswith	ukraine
azerbaijan	dealswith	united_kingdom
azerbaijan	hasofficiallanguage	azerbaijani_language
belgium	dealswith	germany
belgium	dealswith	ireland
belgium	dealswith	italy
belgium	dealswith	netherlands
belgium	dealswith	united_kingdom
belgium	exports	wordnet_chemical_114806838
belgium	exports	wordnet_foodstuff_107566340
belgium	hasofficiallanguage	dutch_language
belgium	hasofficiallanguage	french_language
belgium	hasofficiallanguage	german_language
belgium	imports	wordnet_chemical_114806838
belgium	imports	wordnet_foodstuff_107566340
belgium	imports	wordnet_pharmaceutical_103920989
belgium	imports	wordnet_raw_material_114596700
brazil	dealswith	japan
brazil	dealswith	netherlands
brazil	dealswith	nigeria
brazil	dealswith	peoples_republic_of_china
brazil	exports	wordnet_car_102958343
brazil	exports	wordnet_coffee_bean_107929351
brazil	exports	wordnet_footwear_103381126
brazil	exports	wordnet_iron_ore_114923458
brazil	exports	wordnet_machinery_103701640
brazil	exports	wordnet_soy_112532564
brazil	hascurrency	brazilian_real
brazil	hasofficiallanguage	portuguese_language
brazil	imports	wordnet_electronics_106099269
brazil	imports	wordnet_machinery_103701640
bulgaria	exports	wordnet_footwear_103381126
bulgaria	exports	wordnet_fuel_114875077
bulgaria	hasofficiallanguage	bulgarian_language
bulgaria	imports	wordnet_fuel_114875077
bulgaria	imports	wordnet_mineral_114662574
cambodia	exports	wordnet_fish_102512053
cambodia	exports	wordnet_footwear_103381126
cambodia	exports	wordnet_lumber_114943580
cambodia	exports	wordnet_rice_107804323
cambodia	exports	wordnet_rubber_115006258
cambodia	exports	wordnet_tobacco_104442831
cambodia	hascurrency	cambodian_riel
cambodia	hascurrency	united_states_dollar
cambodia	hasofficiallanguage	khmer_language
cambodia	imports	wordnet_cigarette_103030663
cambodia	imports	wordnet_gold_113371760
cambodia	imports	wordnet_machinery_103701640
cambodia	imports	wordnet_motor_vehicle_103791235
canada	dealswith	peoples_republic_of_china
canada	dealswith	united_kingdom
canada	exports	wordnet_aircraft_102686568
canada	exports	wordnet_aluminum_114627820
canada	exports	wordnet_electricity_111449907
canada	exports	wordnet_electronics_106099269
canada	exports	wordnet_fertilizer_114859344
canada	exports	wordnet_lumber_114943580
canada	exports	wordnet_natural_gas_114960090
canada	exports	wordnet_plastic_114592610
canada	exports	wordnet_wood_pulp_115103634
canada	hascurrency	canadian_dollar
canada	hasofficiallanguage	canadian_french
canada	imports	wordnet_electricity_111449907
canada	imports	wordnet_electronics_106099269
cape_verde	dealswith	côte_divoire
cape_verde	dealswith	morocco
cape_verde	exports	wordnet_fish_102512053
cape_verde	exports	wordnet_fuel_114875077
cape_verde	exports	wordnet_garment_103419014
cape_verde	exports	wordnet_hide_114759275
cape_verde	exports	wordnet_place_113926786
cape_verde	hasofficiallanguage	portuguese_language
cape_verde	imports	wordnet_foodstuff_107566340
cape_verde	imports	wordnet_fuel_114875077
